Protein Group Accessions	Protein Descriptions	scenario	label	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
P38570	Integrin alpha-E OS=Homo sapiens GN=ITGAE PE=1 SV=3 - [ITAE_HUMAN]	B	TRUE	0	0	0	0.363586156111929	1	0.364874815905744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P42765	3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2 - [THIM_HUMAN]	B	FALSE	0	0	0	0.923531942353194	1	0.417078941707894	0.171542267154227	0.166379866637987	0.165196816519682	0.0271348677134868	0	0.0315766831576683	0.0109378360937836	0.0288879328887933	0	0	0.0235964723596472	0	0	0	0	0.0153473865347387	0.0678210367821037
P42765	3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2 - [THIM_HUMAN]	B	TRUE	0	0	0	0.625403312540331	0.725747472574747	0.294579479457948	0.115616261561626	0.108625510862551	0.102000430200043	0.0131533663153366	0.00767154226715423	0.0164981716498172	0.00692406969240697	0	0	0	0.00729296622929662	0	0	0	0	0.00845020434502044	0.0373843837384384
P42766	60S ribosomal protein L35 OS=Homo sapiens GN=RPL35 PE=1 SV=2 - [RL35_HUMAN]	B	FALSE	0	0	0	1	0.9140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155989583333333
P42766	60S ribosomal protein L35 OS=Homo sapiens GN=RPL35 PE=1 SV=2 - [RL35_HUMAN]	B	TRUE	0	0.0308528645833333	0.0254752604166667	0	0	0	0	0	0	0.103841145833333	0.0979817708333333	0.0636783854166667	0	0.0471223958333333	0.0157486979166667	0.0270377604166667	0.0381380208333333	0	0.0164778645833333	0	0	0	0
P49189	4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3 - [AL9A1_HUMAN]	B	FALSE	0	0.0502014968336212	0.130224525043178	1	0.818940702360391	0.320955670696603	0.107455382843984	0.163529073114565	0.0923431203223949	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0390903857225101
P49189	4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3 - [AL9A1_HUMAN]	B	TRUE	0	0	0.138917674150835	0.883995394358089	0.640759930915371	0.265428900402994	0	0.147438111686816	0.0825561312607945	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49406	39S ribosomal protein L19, mitochondrial OS=Homo sapiens GN=MRPL19 PE=1 SV=2 - [RM19_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0	1	0.397394908229722	0.440674955595027	0.119123741859088	0.156956779159266	0	0.054955595026643	0.0543635287152161	0.0191237418590882	0.0113025458851391	0	0	0.0197335701598579	0
P49406	39S ribosomal protein L19, mitochondrial OS=Homo sapiens GN=MRPL19 PE=1 SV=2 - [RM19_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0	0.855535820011841	0.843102427471877	0.537418590882179	0.00395322676139728	0.437240970988751	0.187566607460036	0.173771462403789	0.172409709887507	0.080461811722913	0	0	0	0.0579277679100059	0.0975133214920071
P50402	Emerin OS=Homo sapiens GN=EMD PE=1 SV=1 - [EMD_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0.184647302904564	0.136929460580913	0.13762102351314	0	0.190917473490088	0	0.228769017980636	0.206639004149378	0.16237897648686	0.267911479944675	0.189534347625634	0.267312125403412	0.394421392346704	0	0.526970954356847	0.321530659289995
P50402	Emerin OS=Homo sapiens GN=EMD PE=1 SV=1 - [EMD_HUMAN]	B	TRUE	0	0	0	0	0	0.165191332411249	0.210511756569848	0.386537574919318	0	0	0.285753803596127	0.345735361917935	0.186307053941909	0.538958045182112	0.408990318118949	0.330013831258645	0.536191793453204	0.394236975564776	0.513600737667128	0.779621945597049	0.548178884278469	1	0.76210235131397
P51659	Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3 - [DHB4_HUMAN]	B	FALSE	0	0	0	0.759372275501308	0.567567567567568	0.324411508282476	0	0.151394943330427	0.171360069747167	0.0213121185701831	0.0164123801220575	0.0169006102877071	0.00499128160418483	0.0128334786399303	0	0.00641238012205754	0.0160854402789887	0	0	0	0	0.0178814298169137	0.170444638186574
P51659	Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3 - [DHB4_HUMAN]	B	TRUE	0	0	0.223060156931125	1	0.945074106364429	0.626852659110724	0.286399302528335	0.317306015693112	0.288535309503051	0.0423714036617263	0.0289799476896251	0.0360767218831735	0.00814298169136879	0	0	0.00948561464690497	0.0269180470793374	0	0	0	0	0.0295292066259808	0.238317349607672
P51970	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens GN=NDUFA8 PE=1 SV=3 - [NDUA8_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0.181130005485464	0	0	0	0	0	0	0	0	0	0	0	0	0.191991223258365	0
P51970	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens GN=NDUFA8 PE=1 SV=3 - [NDUA8_HUMAN]	B	TRUE	0	0	0	0	0.366154690071311	0	0	0	0.0758365331870543	0	0	0.269199122325837	0	0.45693911135491	0.127345035655513	0.312945693911135	0.413055403181569	0	0.0322545255074054	0.387822270981898	0.347504114097641	0.729566648381788	1
P52815	39S ribosomal protein L12, mitochondrial OS=Homo sapiens GN=MRPL12 PE=1 SV=2 - [RM12_HUMAN]	B	FALSE	0	0.0537548908241828	0.11469140477092	0.658588918339013	1	0.582481383314401	0.29130379906601	0.405401994194118	0.677773570617191	0.881610501072826	0.73936640161555	0.416887542597501	0.172409440868358	0.145273255080146	0.0643064495771804	0.0618957465606462	0.0955824813833144	0.0243847027641045	0.0238293575665783	0.0180487189196012	0.0221254575287139	0.0832765366654045	0.451344187807649
P52815	39S ribosomal protein L12, mitochondrial OS=Homo sapiens GN=MRPL12 PE=1 SV=2 - [RM12_HUMAN]	B	TRUE	0	0.0343051874290042	0.082203710715638	0.483781395935883	0.713366149185915	0.444149943203332	0.244982960999621	0.279565821027389	0.432790609617569	0.732298371828853	0.720434178972611	0.467752114098195	0.264546257730658	0.314779755143254	0.165846270352139	0.130884765871513	0.166224914804998	0.06256468509403	0.0491859144263537	0.047860658841348	0.0466616180739619	0.0938280954184021	0.329420673987126
P53634	Dipeptidyl peptidase 1 OS=Homo sapiens GN=CTSC PE=1 SV=2 - [CATC_HUMAN]	B	FALSE	0	0	0	1	0.810094097519247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53634	Dipeptidyl peptidase 1 OS=Homo sapiens GN=CTSC PE=1 SV=2 - [CATC_HUMAN]	B	TRUE	0	0	0	0.656971770744226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54920	Alpha-soluble NSF attachment protein OS=Homo sapiens GN=NAPA PE=1 SV=3 - [SNAA_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0	0.430284857571214	0.410594702648676	0	0.153873063468266	0.37816091954023	0.203448275862069	0.238930534732634	0.213693153423288	0.112193903048476	0	0.185857071464268	0.182508745627186	0.263868065967017	0.51824087956022
P54920	Alpha-soluble NSF attachment protein OS=Homo sapiens GN=NAPA PE=1 SV=3 - [SNAA_HUMAN]	B	TRUE	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.220139930034983	0.248275862068966	0.259670164917541	0.0374462768615692	0	0.191654172913543	0.195752123938031	0.245177411294353	0.590704647676162
P56192	Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2 - [SYMC_HUMAN]	B	FALSE	0	0	0	0	0	0	1	0	0	0.148900169204738	0	0	0	0	0	0	0	0	0	0	0	0	0
P56192	Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2 - [SYMC_HUMAN]	B	TRUE	0	0	0	0	0	0.13917089678511	0	0	0.0644670050761421	0.0497208121827411	0	0	0	0	0	0	0	0	0	0	0	0	0
P61254	60S ribosomal protein L26 OS=Homo sapiens GN=RPL26 PE=1 SV=1 - [RL26_HUMAN]	B	FALSE	0	0	0	0	0	0	0.0539106145251397	0	0.677374301675978	0.885940409683427	0.797020484171322	0.426862197392924	0	0	0.128538175046555	0.22830540037244	0	0	0	0	0	0	0
P61254	60S ribosomal protein L26 OS=Homo sapiens GN=RPL26 PE=1 SV=1 - [RL26_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0	1	0.901769087523278	0	0	0.245251396648045	0.112150837988827	0	0.214618249534451	0.0815176908752328	0	0	0.13207635009311	0.285148975791434	0
P82909	28S ribosomal protein S36, mitochondrial OS=Homo sapiens GN=MRPS36 PE=1 SV=2 - [RT36_HUMAN]	B	FALSE	0	0	0.0221162185602775	0.121162185602775	0.100932350390286	0.122007805724198	0.31764960971379	0.553122289679098	0.488291413703383	0.352341717259324	0.157155247181266	0.0964006938421509	0.0193863833477884	0.028122289679098	0	0.00577189939288812	0.0110472679965308	0	0	0	0	0.0191760624457936	0
P82909	28S ribosomal protein S36, mitochondrial OS=Homo sapiens GN=MRPS36 PE=1 SV=2 - [RT36_HUMAN]	B	TRUE	0	0.0766478751084128	0.145143104943625	0.528620988725065	0.389202081526453	0.281006071118821	0.529705117085863	1	0.970294882914137	0.706851691240243	0.31764960971379	0.190047701647875	0.043733738074588	0.0521465741543799	0.0207502168256722	0	0	0	0	0	0	0	0.0525585429314831
Q05639	Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1 - [EF1A2_HUMAN]	B	FALSE	0	0	0	0.921265636497425	1	0.503311258278146	0.0792494481236203	0.161111111111111	0	0	0.0126600441501104	0.0166997792494481	0	0	0	0	0	0	0	0	0	0	0.148491537895511
Q05639	Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1 - [EF1A2_HUMAN]	B	TRUE	0	0	0	0.250588668138337	0.241169977924945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q12849	G-rich sequence factor 1 OS=Homo sapiens GN=GRSF1 PE=1 SV=3 - [GRSF1_HUMAN]	B	FALSE	0	0	0	0	0	0.629096222083073	0.426007096639532	0.524942600709664	0.403256105197245	0	0.23794614902943	0	0.0715299519933208	0	0	0.0480692965977875	0.0896681277395116	0	0.0785013567104989	0.104946775203507	0.068085994573158	0.219369651429764	0.289501147985807
Q12849	G-rich sequence factor 1 OS=Homo sapiens GN=GRSF1 PE=1 SV=3 - [GRSF1_HUMAN]	B	TRUE	0	0	0	0	1	0.797328323940722	0.423084950949697	0.60926737633062	0.428720517637237	0.293466917136297	0	0.238781047797955	0	0	0.0918388645376748	0	0.129701523690253	0	0.112711333750783	0.125819244416615	0.0957628887497391	0.287831350448758	0
Q13011	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens GN=ECH1 PE=1 SV=2 - [ECH1_HUMAN]	B	FALSE	0	0.0795771989429974	0.116270290675727	0.83352208380521	1	0.382785956964892	0.158512646281616	0.157493393733484	0.112231030577576	0.0182785956964892	0.0146621366553416	0.0186070215175538	0.00723669309173273	0.0111325028312571	0.00152246130615327	0.0040317100792752	0.00686674216685542	0.00143374858437146	0.00178104945262363	0.00106568516421291	0.00190977727444319	0.00927142317855795	0.0347112117780294
Q13011	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens GN=ECH1 PE=1 SV=2 - [ECH1_HUMAN]	B	TRUE	0	0	0.0649301623254058	0.48961872404681	0.600604001510004	0.240128350320876	0.100453001132503	0.0669309173272933	0.0682521706304266	0.011124952812382	0	0.0083352208380521	0.00507361268403171	0.00446961117402794	0	0.00171725179312948	0.00265345413363533	0.000409966024915062	0	0	0.000624386560966403	0.00344809362023405	0.0205473763684409
Q13084	39S ribosomal protein L28, mitochondrial OS=Homo sapiens GN=MRPL28 PE=1 SV=4 - [RM28_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0.0685386221294363	0.411064718162839	1	0.828114126652749	0.427348643006263	0.146764091858038	0.121642310368824	0	0	0	0	0	0	0	0	0
Q13084	39S ribosomal protein L28, mitochondrial OS=Homo sapiens GN=MRPL28 PE=1 SV=4 - [RM28_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0.23848295059151	0.800974251913709	0.775922059846903	0.505149617258177	0.279749478079332	0.369450243562978	0.186638830897704	0.106541405706333	0.116840640222686	0.0582533054975644	0.0527070285316632	0	0.0369241475295755	0.0443284620737648	0
Q13405	39S ribosomal protein L49, mitochondrial OS=Homo sapiens GN=MRPL49 PE=1 SV=1 - [RM49_HUMAN]	B	FALSE	0	0	0	0	0	0	0.0276035834266517	0.120044792833147	0.451399776035834	1	0.838745800671893	0.38936170212766	0.112038073908175	0.118533034714446	0.0434210526315789	0.0384322508398656	0.0311030235162374	0.00827547592385218	0.0101231802911534	0	0	0.0191713325867861	0.0478779395296753
Q13405	39S ribosomal protein L49, mitochondrial OS=Homo sapiens GN=MRPL49 PE=1 SV=1 - [RM49_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0.0567189249720045	0.258734602463606	0.804591265397536	0.857782754759239	0.46427771556551	0.233930571108623	0.331019036954087	0.140817469204927	0.127323628219485	0.103135498320269	0.0438745800671892	0.0411702127659575	0.0478499440089586	0.0275923852183651	0.0557054871220605	0
Q14197	Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Homo sapiens GN=ICT1 PE=1 SV=1 - [ICT1_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0.0862664473684211	0.241611842105263	0.207072368421053	0.0811348684210526	0.0252796052631579	0.0266776315789474	0.0108125	0.00870394736842105	0.00703947368421053	0.00203125	0.0019375	0	0	0	0
Q14197	Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Homo sapiens GN=ICT1 PE=1 SV=1 - [ICT1_HUMAN]	B	TRUE	0	0	0	0.395230263157895	0.604605263157895	0.689144736842105	1	0.815296052631579	0.695230263157895	0.357401315789474	0.216940789473684	0.193914473684211	0.0572203947368421	0.0821217105263158	0.0375822368421053	0.0378782894736842	0.046546052631579	0.0114802631578947	0.0100888157894737	0.0136776315789474	0.0222532894736842	0.0379769736842105	0.225493421052632
Q16540	39S ribosomal protein L23, mitochondrial OS=Homo sapiens GN=MRPL23 PE=1 SV=1 - [RM23_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0.553497942386831	1	0.616049382716049	0.446995884773663	0.0995061728395062	0.147325102880658	0.0501646090534979	0.0521069958847737	0.044724279835391	0.0231358024691358	0.0150534979423868	0.00796378600823045	0	0	0
Q16540	39S ribosomal protein L23, mitochondrial OS=Homo sapiens GN=MRPL23 PE=1 SV=1 - [RM23_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0.309218106995885	0.747654320987654	0.465349794238683	0.477037037037037	0.161234567901235	0.329218106995885	0.143621399176955	0.135308641975309	0.129958847736626	0.0642962962962963	0.0390452674897119	0.065283950617284	0.0682304526748971	0.0679835390946502	0
Q16822	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens GN=PCK2 PE=1 SV=3 - [PCKGM_HUMAN]	B	FALSE	0	0	0.269088157396897	1	0.766174801362089	0.339235716988271	0.108437381763148	0.176579644343549	0.145856980703746	0.0140749148694665	0.0127430949678396	0.0187400681044268	0.0109231933409005	0.0150359440030269	0	0.00923950056753689	0	0	0.00557699583806281	0	0.00410139992432841	0.0392735527809308	0.237570942111237
Q16822	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens GN=PCK2 PE=1 SV=3 - [PCKGM_HUMAN]	B	TRUE	0	0	0.0579265985622399	0.29485433219826	0.192243662504729	0	0	0	0.029735149451381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q4U2R6	39S ribosomal protein L51, mitochondrial OS=Homo sapiens GN=MRPL51 PE=1 SV=1 - [RM51_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0.158611111111111	0.421458333333333	1	0.989583333333333	0.369652777777778	0	0	0	0	0	0	0	0	0	0	0
Q4U2R6	39S ribosomal protein L51, mitochondrial OS=Homo sapiens GN=MRPL51 PE=1 SV=1 - [RM51_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0.215	0.747222222222222	0.854861111111111	0.429652777777778	0.138888888888889	0.214097222222222	0	0	0	0	0	0	0	0	0
Q5T1C6	Acyl-coenzyme A thioesterase THEM4 OS=Homo sapiens GN=THEM4 PE=1 SV=1 - [THEM4_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.947204646820869
Q5T1C6	Acyl-coenzyme A thioesterase THEM4 OS=Homo sapiens GN=THEM4 PE=1 SV=1 - [THEM4_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0.665179960585002	0	0	0	0	0	0	0	0	0	0	0	0	0.124675863499637	1
Q5T653	39S ribosomal protein L2, mitochondrial OS=Homo sapiens GN=MRPL2 PE=1 SV=2 - [RM02_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0	0	1	0.585756097560976	0	0.160780487804878	0	0	0	0	0	0	0	0	0
Q5T653	39S ribosomal protein L2, mitochondrial OS=Homo sapiens GN=MRPL2 PE=1 SV=2 - [RM02_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0	0.524390243902439	0.610536585365854	0.429658536585366	0	0	0.0871707317073171	0	0.215024390243902	0.0835317073170732	0	0.0755317073170732	0.0782146341463415	0.0573365853658537	0
Q6P161	39S ribosomal protein L54, mitochondrial OS=Homo sapiens GN=MRPL54 PE=1 SV=1 - [RM54_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0.118329466357309	0.387316318638824	1	0.989172467130704	0.424361948955916	0.114539829853055	0.135576179427688	0	0	0	0	0	0	0	0	0
Q6P161	39S ribosomal protein L54, mitochondrial OS=Homo sapiens GN=MRPL54 PE=1 SV=1 - [RM54_HUMAN]	B	TRUE	0	0	0	0	0	0	0.0276334106728538	0.0769373549883991	0	0.750116009280743	0.88631090487239	0.495359628770302	0.220417633410673	0.299303944315545	0.143774168600155	0.0866976024748647	0.0926527455529776	0.048507347254447	0.0594122196442382	0.0490177880897138	0.035831399845321	0.0545630317092034	0
Q6P1L8	39S ribosomal protein L14, mitochondrial OS=Homo sapiens GN=MRPL14 PE=1 SV=1 - [RM14_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0.365700082850041	1	0.491549295774648	0.500248550124275	0.103396851698426	0.122618061309031	0	0	0	0	0	0	0	0	0
Q6P1L8	39S ribosomal protein L14, mitochondrial OS=Homo sapiens GN=MRPL14 PE=1 SV=1 - [RM14_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0.264457332228666	0.774896437448219	0.457332228666114	0.563877381938691	0.262468931234466	0.490720795360398	0.203148301574151	0.189146644573322	0.200082850041425	0.0775973487986744	0.0538856669428335	0.0609776304888152	0.0677713338856669	0.0897265948632974	0.162634631317316
Q7Z2W9	39S ribosomal protein L21, mitochondrial OS=Homo sapiens GN=MRPL21 PE=1 SV=2 - [RM21_HUMAN]	B	FALSE	0	0	0.0241290691033695	0.280982295830954	0.231639063392347	0	0.0484865790976585	0.176756139348943	0.407652769845802	0.951456310679612	0.968589377498572	0.443061107938321	0.107195888063963	0.120445459737293	0.0527584237578527	0.0295145631067961	0.033038263849229	0.0113363792118789	0	0	0	0	0
Q7Z2W9	39S ribosomal protein L21, mitochondrial OS=Homo sapiens GN=MRPL21 PE=1 SV=2 - [RM21_HUMAN]	B	TRUE	0	0	0	0	0	0.115876641918904	0.0438092518560822	0.115191319246145	0.242318675042833	0.829811536264991	1	0.552998286693318	0.222672758423758	0.355625356938892	0.177955454026271	0.109423186750428	0.112507138777841	0.0525528269560251	0.0629354654483152	0	0.0342375785265563	0.0558252427184466	0
Q7Z4L9	Protein phosphatase 1 regulatory subunit 42 OS=Homo sapiens GN=PPP1R42 PE=2 SV=2 - [PPR42_HUMAN]	B	FALSE	0	0	0	0	0	0.85400974745237	0.766947275143996	0.670801949490474	0.531900753212229	0.301727957465662	0.317678334071777	0	0.115064244572441	0.195547186530793	0.112848914488259	0.123460345591493	0.207044749667701	0	0.09720868409393	0.219029685423128	0.192379264510412	0.481391227292867	0
Q7Z4L9	Protein phosphatase 1 regulatory subunit 42 OS=Homo sapiens GN=PPP1R42 PE=2 SV=2 - [PPR42_HUMAN]	B	TRUE	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z7F7	39S ribosomal protein L55, mitochondrial OS=Homo sapiens GN=MRPL55 PE=1 SV=1 - [RM55_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0.59310430669654	1	0.63579785909883	0	0	0.0460044809559373	0.0262882748319642	0.0220562608912124	0.0169653970624844	0	0	0	0	0	0
Q7Z7F7	39S ribosomal protein L55, mitochondrial OS=Homo sapiens GN=MRPL55 PE=1 SV=1 - [RM55_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0	0.587378640776699	0.139905402041324	0	0.111351755041075	0.265123226288275	0.112658700522778	0.0787030121981578	0.0634926562111028	0.0254667662434653	0	0.0198282300224048	0.023562359970127	0.0104904157331342	0
Q7Z7H8	39S ribosomal protein L10, mitochondrial OS=Homo sapiens GN=MRPL10 PE=1 SV=3 - [RM10_HUMAN]	B	FALSE	0	0	0	0	0	0.483256669733211	0.272769089236431	0	0.471205151793928	1	0.97148114075437	0.415363385464581	0.12263109475621	0.166421343146274	0.0597884084636615	0.0441582336706532	0.0532658693652254	0.0216099356025759	0	0.0191168353265869	0.0180772769089236	0.0428794848206072	0.0883440662373505
Q7Z7H8	39S ribosomal protein L10, mitochondrial OS=Homo sapiens GN=MRPL10 PE=1 SV=3 - [RM10_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0	0.419411223551058	0	0.267341306347746	0.0920883164673413	0	0.118399264029439	0.0851885924563018	0.0739098436062557	0.0363385464581417	0.0540478380864765	0.0416743330266789	0	0	0
Q86TS9	39S ribosomal protein L52, mitochondrial OS=Homo sapiens GN=MRPL52 PE=2 SV=2 - [RM52_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0	1	0.473773173391494	0.160959651035987	0.0595419847328244	0	0	0	0	0	0	0	0	0	0
Q86TS9	39S ribosomal protein L52, mitochondrial OS=Homo sapiens GN=MRPL52 PE=2 SV=2 - [RM52_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0	0.492148309705562	0.351908396946565	0.24711014176663	0.061504907306434	0.102344601962923	0	0	0	0	0	0	0	0	0
Q8IXM3	39S ribosomal protein L41, mitochondrial OS=Homo sapiens GN=MRPL41 PE=1 SV=1 - [RM41_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0.161863173216885	0.502692867540029	1	0.428093158660844	0.465065502183406	0.0556622998544396	0.15764192139738	0.0550655021834061	0.0417758369723435	0.0344978165938865	0.00447816593886463	0	0.0080349344978166	0	0	0.0429985443959243
Q8IXM3	39S ribosomal protein L41, mitochondrial OS=Homo sapiens GN=MRPL41 PE=1 SV=1 - [RM41_HUMAN]	B	TRUE	0	0	0	0.313973799126638	0.114556040756914	0.111572052401747	0	0.0928675400291121	0.287700145560408	0.800582241630277	0.424818049490539	0.521834061135371	0.0809315866084425	0.35764192139738	0.127947598253275	0.122780203784571	0.0976710334788937	0.0251237263464338	0	0.0440902474526929	0.0208005822416303	0.0564774381368268	0
Q8IYQ7	Threonine synthase-like 1 OS=Homo sapiens GN=THNSL1 PE=1 SV=2 - [THNS1_HUMAN]	B	FALSE	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IYQ7	Threonine synthase-like 1 OS=Homo sapiens GN=THNSL1 PE=1 SV=2 - [THNS1_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0.742775831873905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N4Q1	Mitochondrial intermembrane space import and assembly protein 40 OS=Homo sapiens GN=CHCHD4 PE=1 SV=1 - [MIA40_HUMAN]	B	FALSE	0	0.0897244094488189	0.174822834645669	1	0.866929133858268	0.348818897637795	0.152185039370079	0.175767716535433	0.125885826771654	0	0	0	0	0	0	0	0	0	0	0	0	0.0352952755905512	0.0387795275590551
Q8N4Q1	Mitochondrial intermembrane space import and assembly protein 40 OS=Homo sapiens GN=CHCHD4 PE=1 SV=1 - [MIA40_HUMAN]	B	TRUE	0	0.0268897637795276	0	0	0	0	0	0.0564173228346457	0.0407283464566929	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N5N7	39S ribosomal protein L50, mitochondrial OS=Homo sapiens GN=MRPL50 PE=1 SV=2 - [RM50_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0.443026941362916	1	0.946117274167987	0.418858954041204	0.135340729001585	0.143819334389857	0.058811410459588	0.0374167987321712	0.0438431061806656	0.0128605388272583	0.0186608557844691	0	0.0179477020602219	0	0
Q8N5N7	39S ribosomal protein L50, mitochondrial OS=Homo sapiens GN=MRPL50 PE=1 SV=2 - [RM50_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0.118066561014263	0.237797147385103	0.763629160063391	0.857369255150555	0.436608557844691	0.228843106180666	0.353486529318542	0.15919175911252	0.100475435816165	0.101584786053883	0.0459350237717908	0.0660697305863708	0.0539540412044374	0.0428209191759113	0.0723454833597464	0.0383359746434231
Q8N766	ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 PE=1 SV=1 - [EMC1_HUMAN]	B	FALSE	0	0	0	0	0	0	0	0	0	0.203145917001339	0.286947791164659	0.29330655957162	0	0.444444444444444	0.119143239625167	0.452878179384204	0.461780455153949	0.244979919678715	0	0.469678714859438	0.209437751004016	0.308768406961178	0
Q8N766	ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 PE=1 SV=1 - [EMC1_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0	0	0.462717536813922	0	0.320147255689424	0.283400267737617	0	0.242034805890228	0.698125836680054	0.789156626506024	0.40194109772423	0	0.783132530120482	0	0.703480589022758	1
Q8N983	39S ribosomal protein L43, mitochondrial OS=Homo sapiens GN=MRPL43 PE=1 SV=1 - [RM43_HUMAN]	B	FALSE	0	0	0	0	0.649034482758621	0	0	0.240068965517241	0.472896551724138	1	0.88551724137931	0.407379310344828	0.104413793103448	0.112068965517241	0.0389655172413793	0.0307793103448276	0	0	0	0	0	0	0
Q8N983	39S ribosomal protein L43, mitochondrial OS=Homo sapiens GN=MRPL43 PE=1 SV=1 - [RM43_HUMAN]	B	TRUE	0	0	0	0	0	0	0	0.117034482758621	0.271103448275862	0.896551724137931	0.96551724137931	0.495241379310345	0.224068965517241	0.355172413793103	0.151931034482759	0.122275862068966	0.104551724137931	0.0422344827586207	0	0.0367724137931035	0	0.0455103448275862	0
Q8ND07	Coiled-coil domain-containing protein 176 OS=Homo sapiens GN=CCDC176 PE=2 SV=3 - [CC176_HUMAN]	B	FALSE	0	0	0	0.734413352970054	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8ND07	Coiled-coil domain-containing protein 176 OS=Homo sapiens GN=CCDC176 PE=2 SV=3 - [CC176_HUMAN]	B	TRUE	0	0	0	0.48772704958272	0.803141875306824	0.4346588119784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
